match_id,data_video,titolo_video,url_video,par_totale,posizione,giocatore,punteggio_totale,diff_par,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18
1,2026-08-09,SDROGO GOLFATINA ALLA RICERCA DEL PROGETTO GABBINESS,https://youtu.be/-VpgGrDbnx0,61,1,Delux,49,-12,2,2,1,1,4,2,4,2,3,2,1,1,3,9,2,3,3,4
1,2026-08-09,SDROGO GOLFATINA ALLA RICERCA DEL PROGETTO GABBINESS,https://youtu.be/-VpgGrDbnx0,61,2,Mollu,61,0,1,4,1,1,3,4,2,1,5,1,1,5,4,2,4,14,2,6
1,2026-08-09,SDROGO GOLFATINA ALLA RICERCA DEL PROGETTO GABBINESS,https://youtu.be/-VpgGrDbnx0,61,3,Just Rohn,64,3,1,1,4,1,2,4,2,1,1,3,1,9,4,3,14,9,1,3
1,2026-08-09,SDROGO GOLFATINA ALLA RICERCA DEL PROGETTO GABBINESS,https://youtu.be/-VpgGrDbnx0,61,4,GaBBo,71,10,2,1,1,1,3,5,2,1,4,6,1,2,4,10,2,14,2,10
1,2026-08-09,SDROGO GOLFATINA ALLA RICERCA DEL PROGETTO GABBINESS,https://youtu.be/-VpgGrDbnx0,61,5,nonsonodread,78,17,2,3,6,1,2,3,1,1,5,3,1,14,4,1,14,14,1,2
2,2026-08-19,LA GOLFATINA DEI G**. [NUOVO STANDARD DI REGOLE],https://youtu.be/9Ht6yvEN_Pg,86,1,Just Rohn,117,31,1,12,8,6,3,8,3,2,9,14,6,6,4,6,5,12,1,11
2,2026-08-19,LA GOLFATINA DEI G**. [NUOVO STANDARD DI REGOLE],https://youtu.be/9Ht6yvEN_Pg,86,2,Delux,120,34,2,5,10,3,6,2,3,4,19,10,4,5,2,9,5,7,5,19
2,2026-08-19,LA GOLFATINA DEI G**. [NUOVO STANDARD DI REGOLE],https://youtu.be/9Ht6yvEN_Pg,86,3,Mollu,122,36,3,14,5,6,14,2,1,2,19,6,2,11,6,2,5,10,8,6
2,2026-08-19,LA GOLFATINA DEI G**. [NUOVO STANDARD DI REGOLE],https://youtu.be/9Ht6yvEN_Pg,86,4,nonsonodread,130,44,2,4,9,4,16,4,2,19,19,4,10,7,3,5,6,4,4,8
2,2026-08-19,LA GOLFATINA DEI G**. [NUOVO STANDARD DI REGOLE],https://youtu.be/9Ht6yvEN_Pg,86,5,GaBBo,181,95,2,7,7,4,3,19,3,2,19,19,6,13,12,19,11,11,5,19
3,2026-08-18,SDROGO GOLFATINA per il mio COMPLEANNO,https://youtu.be/VydxAl_uxBI,43,1,GaBBo,38,-5,4,1,6,2,1,1,2,1,2,2,2,2,2,3,3,1,2,1
3,2026-08-18,SDROGO GOLFATINA per il mio COMPLEANNO,https://youtu.be/VydxAl_uxBI,43,2,Just Rohn,45,2,2,3,1,3,2,1,1,6,3,3,2,3,2,2,4,3,3,1
3,2026-08-18,SDROGO GOLFATINA per il mio COMPLEANNO,https://youtu.be/VydxAl_uxBI,43,3,Delux,47,4,2,1,1,2,1,4,4,5,1,2,3,5,4,3,2,1,5,1
3,2026-08-18,SDROGO GOLFATINA per il mio COMPLEANNO,https://youtu.be/VydxAl_uxBI,43,4,nonsonodread,50,7,3,4,2,1,2,2,6,1,1,3,2,3,2,4,5,1,7,1
3,2026-08-18,SDROGO GOLFATINA per il mio COMPLEANNO,https://youtu.be/VydxAl_uxBI,43,5,JTaz,51,8,2,2,1,3,2,2,7,6,2,7,3,2,4,2,1,2,2,1
3,2026-08-18,SDROGO GOLFATINA per il mio COMPLEANNO,https://youtu.be/VydxAl_uxBI,43,6,Mollu,62,19,4,5,1,2,3,2,2,1,8,4,2,1,11,3,4,4,4,1
4,2026-08-11,LA GOLFATINA DELLA VERGOGNA!,https://youtu.be/K7ObaKslbM0,48,1,Just Rohn,42,-6,2,4,3,2,1,3,1,4,2,1,1,1,2,1,3,7,1,3
4,2026-08-11,LA GOLFATINA DELLA VERGOGNA!,https://youtu.be/K7ObaKslbM0,48,2,Mollu,55,7,2,2,2,1,1,5,1,6,3,1,2,4,8,2,3,7,3,3
4,2026-08-11,LA GOLFATINA DELLA VERGOGNA!,https://youtu.be/K7ObaKslbM0,48,3,nonsonodread,56,8,1,4,3,2,1,3,5,4,2,2,5,2,6,3,4,1,1,7
4,2026-08-11,LA GOLFATINA DELLA VERGOGNA!,https://youtu.be/K7ObaKslbM0,48,4,GaBBo,58,10,1,6,4,2,1,4,4,3,3,2,1,5,6,2,3,3,3,4
4,2026-08-11,LA GOLFATINA DELLA VERGOGNA!,https://youtu.be/K7ObaKslbM0,48,5,Delux,62,14,1,7,9,3,1,3,3,5,2,1,2,1,5,3,13,11,2,1
5,2026-09-01,C'É UN PO DI GOLFATINA IN QUESTA CENSURA.,https://youtu.be/LMg9XwLmyhs,62,1,nonsonodread,93,31,15,10,18,2,3,3,6,8,3,2,2,1,2,4,1,2,5,6
5,2026-09-01,C'É UN PO DI GOLFATINA IN QUESTA CENSURA.,https://youtu.be/LMg9XwLmyhs,62,1,Delux,93,31,12,11,8,3,4,5,6,10,4,2,4,2,3,4,1,5,5,4
5,2026-09-01,C'É UN PO DI GOLFATINA IN QUESTA CENSURA.,https://youtu.be/LMg9XwLmyhs,62,3,JTaz,96,34,8,13,9,1,4,7,10,6,4,2,5,2,2,3,4,7,4,5
5,2026-09-01,C'É UN PO DI GOLFATINA IN QUESTA CENSURA.,https://youtu.be/LMg9XwLmyhs,62,4,Just Rohn,101,39,6,11,8,2,3,6,7,18,4,2,8,2,2,3,7,3,6,3
6,2026-08-30,BENVENUTI ALL'INFERNO: SDROGO GOLFATINA DEMONIACA,https://youtu.be/xC_YNHOFDE4,90,1,ilMasseo,105,15,2,8,2,3,3,16,5,4,5,3,6,10,2,13,4,9,6,4
6,2026-08-30,BENVENUTI ALL'INFERNO: SDROGO GOLFATINA DEMONIACA,https://youtu.be/xC_YNHOFDE4,90,2,GaBBo,110,20,6,3,5,3,7,7,6,2,7,5,6,16,2,7,1,8,16,3
6,2026-08-30,BENVENUTI ALL'INFERNO: SDROGO GOLFATINA DEMONIACA,https://youtu.be/xC_YNHOFDE4,90,3,nonsonodread,116,26,8,4,4,6,5,4,6,7,6,3,7,3,7,6,14,9,12,5
6,2026-08-30,BENVENUTI ALL'INFERNO: SDROGO GOLFATINA DEMONIACA,https://youtu.be/xC_YNHOFDE4,90,4,Just Rohn,117,27,5,8,13,4,10,4,5,7,3,9,3,6,7,16,7,11,1,1
6,2026-08-30,BENVENUTI ALL'INFERNO: SDROGO GOLFATINA DEMONIACA,https://youtu.be/xC_YNHOFDE4,90,5,Delux,120,30,3,6,5,12,6,8,9,3,6,6,3,2,16,5,11,3,1,1
6,2026-08-30,BENVENUTI ALL'INFERNO: SDROGO GOLFATINA DEMONIACA,https://youtu.be/xC_YNHOFDE4,90,6,Mollu,154,64,5,12,8,16,8,13,6,4,1,16,14,16,3,1,8,7,10,6
7,2026-08-21,LA GOLFATINA NEL MUSEO...PRENDE SUBITO UNA BRUTTA PIEGA,https://youtu.be/XXTN5QD3PXc,55,1,Just Rohn,54,-1,2,1,4,4,1,5,1,2,1,4,4,6,3,10,4,2,10,2
7,2026-08-21,LA GOLFATINA NEL MUSEO...PRENDE SUBITO UNA BRUTTA PIEGA,https://youtu.be/XXTN5QD3PXc,55,2,nonsonodread,55,0,3,3,3,3,2,5,1,2,2,2,1,2,3,3,2,4,3,1
7,2026-08-21,LA GOLFATINA NEL MUSEO...PRENDE SUBITO UNA BRUTTA PIEGA,https://youtu.be/XXTN5QD3PXc,55,3,Delux,57,2,4,3,5,3,2,3,2,2,2,5,3,4,4,3,1,1,1,2
7,2026-08-21,LA GOLFATINA NEL MUSEO...PRENDE SUBITO UNA BRUTTA PIEGA,https://youtu.be/XXTN5QD3PXc,55,4,Mollu,61,6,8,1,3,3,3,2,4,2,3,3,2,4,4,3,2,8,1,3
7,2026-08-21,LA GOLFATINA NEL MUSEO...PRENDE SUBITO UNA BRUTTA PIEGA,https://youtu.be/XXTN5QD3PXc,55,5,GaBBo,78,23,8,6,3,8,5,3,3,5,5,3,7,2,3,2,2,3,8,2
8,2026-08-08,LA MEGA GOLFATA DEGLI DEI,https://youtu.be/HQalUVkaCS8,72,1,nonsonodread,62,-10,2,5,3,3,3,4,3,3,2,6,3,3,4,4,4,5,3,2
8,2026-08-08,LA MEGA GOLFATA DEGLI DEI,https://youtu.be/HQalUVkaCS8,72,2,Delux,79,7,2,2,3,4,13,4,3,2,5,5,5,3,6,7,5,3,16,1
8,2026-08-08,LA MEGA GOLFATA DEGLI DEI,https://youtu.be/HQalUVkaCS8,72,3,ilMasseo,81,9,2,5,4,2,3,3,6,4,3,5,4,1,5,6,4,5,16,3
8,2026-08-08,LA MEGA GOLFATA DEGLI DEI,https://youtu.be/HQalUVkaCS8,72,4,Mollu,84,12,2,3,3,2,4,3,6,3,2,6,5,7,2,5,5,3,7,16
8,2026-08-08,LA MEGA GOLFATA DEGLI DEI,https://youtu.be/HQalUVkaCS8,72,4,GaBBo,84,12,2,3,2,4,4,3,4,3,5,7,4,4,4,7,16,3,4,5
9,2026-08-21,LA MIA PRIMISSIMA GOLFATINA,https://youtu.be/LC3bdmO-AGI,55,1,Mollu,46,-9,3,2,2,1,3,6,1,4,2,2,2,3,2,1,3,3,3,3
9,2026-08-21,LA MIA PRIMISSIMA GOLFATINA,https://youtu.be/LC3bdmO-AGI,55,2,Just Rohn,50,-5,1,2,2,1,2,5,4,4,3,2,1,4,2,1,2,6,4,4
9,2026-08-21,LA MIA PRIMISSIMA GOLFATINA,https://youtu.be/LC3bdmO-AGI,55,3,JTaz,54,-1,1,2,1,3,4,6,1,5,2,3,2,3,3,2,3,4,4,5
9,2026-08-21,LA MIA PRIMISSIMA GOLFATINA,https://youtu.be/LC3bdmO-AGI,55,4,Delux,65,10,1,1,2,1,6,9,1,1,14,4,2,4,3,2,1,4,1,8
9,2026-08-21,LA MIA PRIMISSIMA GOLFATINA,https://youtu.be/LC3bdmO-AGI,55,5,GaBBo,68,13,1,1,2,5,3,14,4,4,3,3,3,2,4,1,6,4,4,4
10,2026-07-25,GOLFATINA DIVERTENTISSIMA,https://youtu.be/PXNSIH3FsTE,64,1,nonsonodread,57,-7,2,1,2,2,4,3,5,3,3,3,2,3,3,6,3,5,4,3
10,2026-07-25,GOLFATINA DIVERTENTISSIMA,https://youtu.be/PXNSIH3FsTE,64,2,Just Rohn,62,-2,2,1,2,4,2,3,2,2,1,2,4,2,4,7,2,9,8,5
10,2026-07-25,GOLFATINA DIVERTENTISSIMA,https://youtu.be/PXNSIH3FsTE,64,2,Delux,62,-2,1,1,2,7,3,2,6,1,3,2,4,2,5,7,5,2,6,3
10,2026-07-25,GOLFATINA DIVERTENTISSIMA,https://youtu.be/PXNSIH3FsTE,64,3,ilMasseo,64,0,3,1,3,2,5,1,2,3,1,2,2,5,4,4,8,6,7,5
11,2026-05-13,La PRIMA GOLFATINA non si scorda MAI,https://youtu.be/EJMEBEJzjGo,59,1,ilMasseo,45,-14,4,2,3,2,5,1,1,2,2,2,2,5,2,2,3,3,2,2
11,2026-05-13,La PRIMA GOLFATINA non si scorda MAI,https://youtu.be/EJMEBEJzjGo,59,2,Mollu,47,-12,2,1,2,2,4,5,2,1,2,4,3,1,4,3,3,1,4,3
11,2026-05-13,La PRIMA GOLFATINA non si scorda MAI,https://youtu.be/EJMEBEJzjGo,59,3,nonsonodread,49,-10,3,3,3,2,2,4,2,2,2,3,2,2,3,3,3,3,4,3
11,2026-05-13,La PRIMA GOLFATINA non si scorda MAI,https://youtu.be/EJMEBEJzjGo,59,4,JTaz,58,-1,3,2,2,2,3,3,2,2,6,6,4,4,2,2,2,2,7,4
12,2026-12-15,MINI-GOLF NATALIZIO,https://youtu.be/St2VvfXHwpE,58,1,nonsonodread,45,-13,2,3,2,3,2,3,3,2,3,5,5,2,2,5,3,1,2,1
12,2026-12-15,MINI-GOLF NATALIZIO,https://youtu.be/St2VvfXHwpE,58,2,Delux,48,-10,2,2,10,3,3,1,3,4,2,4,3,3,3,4,1,1,1,1
12,2026-12-15,MINI-GOLF NATALIZIO,https://youtu.be/St2VvfXHwpE,58,3,Just Rohn,49,-9,3,2,2,3,2,4,3,9,3,4,3,2,5,1,3,1,1,1
12,2026-12-15,MINI-GOLF NATALIZIO,https://youtu.be/St2VvfXHwpE,58,4,GaBBo,50,-8,5,3,3,2,2,5,3,2,5,3,8,1,2,2,4,1,1,1
13,2025-12-17,La SDROGO GOLFATINA di cui NON avevate bisogno,https://youtu.be/5S6Dq7LAFNA,30,1,JTaz,37,7,4,6,3,3,3,2,2,2,7,5,,,,,,,,
13,2025-12-17,La SDROGO GOLFATINA di cui NON avevate bisogno,https://youtu.be/5S6Dq7LAFNA,30,1,Delux,37,7,4,2,5,5,2,3,4,4,6,2,,,,,,,,
13,2025-12-17,La SDROGO GOLFATINA di cui NON avevate bisogno,https://youtu.be/5S6Dq7LAFNA,30,2,GaBBo,41,11,3,3,3,6,6,2,7,6,2,3,,,,,,,,
13,2025-12-17,La SDROGO GOLFATINA di cui NON avevate bisogno,https://youtu.be/5S6Dq7LAFNA,30,3,nonsonodread,43,13,2,6,7,5,4,1,3,4,6,5,,,,,,,,
13,2025-12-17,La SDROGO GOLFATINA di cui NON avevate bisogno,https://youtu.be/5S6Dq7LAFNA,30,4,ilMasseo,44,14,2,4,8,4,5,2,3,9,4,3,,,,,,,,
18,2025-12-18,UNA GOLFATINA PERICOLOSAMENTE NOSTALGICA...,https://youtu.be/80BMUVXCM9o,62,1,Just Rohn,68,6,2,4,5,3,4,6,4,2,5,4,3,4,5,3,5,4,1,4
18,2025-12-18,UNA GOLFATINA PERICOLOSAMENTE NOSTALGICA...,https://youtu.be/80BMUVXCM9o,62,2,Delux,83,21,4,3,1,5,2,3,2,1,7,4,4,5,11,3,4,3,7,14
18,2025-12-18,UNA GOLFATINA PERICOLOSAMENTE NOSTALGICA...,https://youtu.be/80BMUVXCM9o,62,3,nonsonodread,84,22,2,4,3,10,5,5,2,2,6,4,6,7,7,3,4,3,5,6
18,2025-12-18,UNA GOLFATINA PERICOLOSAMENTE NOSTALGICA...,https://youtu.be/80BMUVXCM9o,62,4,GaBBo,86,24,6,4,4,6,2,8,3,2,4,4,6,6,10,3,3,4,3,8
19,2025-12-27,GOLFATINA MATTA con I MAESTRI di MAZZE e PALLE,https://youtu.be/nORFy_eGVDA,54,1,Just Rohn,43,-11,2,3,2,2,1,3,2,2,5,3,2,4,3,2,2,2,1,2
19,2025-12-27,GOLFATINA MATTA con I MAESTRI di MAZZE e PALLE,https://youtu.be/nORFy_eGVDA,54,2,Just Marzaa,45,-9,1,2,2,2,1,2,4,3,8,3,1,2,3,1,2,2,2,4
19,2025-12-27,GOLFATINA MATTA con I MAESTRI di MAZZE e PALLE,https://youtu.be/nORFy_eGVDA,54,2,Delux,45,-9,3,4,1,2,1,1,3,2,6,2,1,4,4,3,2,2,2,2
19,2025-12-27,GOLFATINA MATTA con I MAESTRI di MAZZE e PALLE,https://youtu.be/nORFy_eGVDA,54,3,nonsonodread,50,-4,2,2,2,2,2,3,4,3,4,2,2,5,3,1,2,2,4,5
19,2025-12-27,GOLFATINA MATTA con I MAESTRI di MAZZE e PALLE,https://youtu.be/nORFy_eGVDA,54,4,GaBBo,60,6,3,3,2,2,2,3,4,2,6,3,1,5,4,1,5,3,8,3
20,2026-01-08,SONO TORNATI I DOMINATORI DEL GOLF,https://youtu.be/KadhcxiF6lo,75,1,Delux,58,-17,2,1,2,4,2,4,4,2,3,2,5,3,3,5,6,2,4,4
20,2026-01-08,SONO TORNATI I DOMINATORI DEL GOLF,https://youtu.be/KadhcxiF6lo,75,2,Just Rohn,64,-11,2,1,2,3,2,2,3,4,2,3,5,4,3,4,10,2,6,6
20,2026-01-08,SONO TORNATI I DOMINATORI DEL GOLF,https://youtu.be/KadhcxiF6lo,75,3,GaBBo,67,-8,2,2,1,3,1,6,3,5,2,2,4,4,2,7,8,3,5,7
20,2026-01-08,SONO TORNATI I DOMINATORI DEL GOLF,https://youtu.be/KadhcxiF6lo,75,4,nonsonodread,70,-5,3,2,2,4,2,5,2,7,2,4,4,4,4,5,7,3,4,6
21,2026-01-09,GOLFATINA MAGICA,https://youtu.be/qX7wKf7uupY,55,1,Just Rohn,58,3,3,5,7,3,3,2,3,1,6,1,6,3,4,2,9,1,1,1
21,2026-01-09,GOLFATINA MAGICA,https://youtu.be/qX7wKf7uupY,55,2,Delux,59,4,4,3,3,5,5,1,2,2,6,4,4,2,5,3,10,1,1,1
21,2026-01-09,GOLFATINA MAGICA,https://youtu.be/qX7wKf7uupY,55,2,nonsonodread,59,4,4,4,4,4,5,1,7,1,5,4,1,4,4,7,4,1,1,1
21,2026-01-09,GOLFATINA MAGICA,https://youtu.be/qX7wKf7uupY,55,3,ilMasseo,70,15,4,4,4,5,5,4,9,3,5,5,2,3,4,2,11,1,1,1
22,2026-01-10,LA SDROGO GOLFATINA DI INIZIO ANNO,https://youtu.be/fWl8BCgXTxQ,66,1,Just Rohn,68,2,1,2,4,3,2,4,3,3,6,4,1,3,3,5,4,5,4,11
22,2026-01-10,LA SDROGO GOLFATINA DI INIZIO ANNO,https://youtu.be/fWl8BCgXTxQ,66,2,Delux,82,16,1,6,4,2,2,7,4,7,6,4,2,5,3,4,3,2,6,14
22,2026-01-10,LA SDROGO GOLFATINA DI INIZIO ANNO,https://youtu.be/fWl8BCgXTxQ,66,3,GaBBo,85,19,3,4,2,2,5,4,6,4,8,4,2,4,4,5,4,4,12,8
22,2026-01-10,LA SDROGO GOLFATINA DI INIZIO ANNO,https://youtu.be/fWl8BCgXTxQ,66,4,nonsonodread,86,20,3,2,4,4,3,7,5,9,8,5,1,3,2,4,3,6,3,14
23,2026-01-12,LA PRIMA GOLFATINA DELL'ANNO!,https://youtu.be/4j9iPqrWtw0,47,1,Delux,40,-7,2,3,3,4,1,1,2,2,1,2,1,2,4,3,1,1,2,5
23,2026-01-12,LA PRIMA GOLFATINA DELL'ANNO!,https://youtu.be/4j9iPqrWtw0,47,2,Just Rohn,46,-1,2,1,2,2,1,1,2,2,1,3,1,3,14,1,3,2,2,3
23,2026-01-12,LA PRIMA GOLFATINA DELL'ANNO!,https://youtu.be/4j9iPqrWtw0,47,3,ilMasseo,47,0,2,4,2,2,6,3,5,2,1,3,1,3,1,2,3,2,3,2
23,2026-01-12,LA PRIMA GOLFATINA DELL'ANNO!,https://youtu.be/4j9iPqrWtw0,47,4,nonsonodread,50,3,4,2,3,2,1,1,3,2,1,2,4,3,8,2,2,1,6,3
24,2026-01-22,GOLFATINA MATTA INSENSATA,https://youtu.be/6rJWPcxFRIM,72,1,Just Rohn,53,-19,2,2,4,6,3,3,3,2,4,2,3,3,3,3,3,3,2,2
24,2026-01-22,GOLFATINA MATTA INSENSATA,https://youtu.be/6rJWPcxFRIM,72,2,nonsonodread,54,-18,2,3,2,3,2,5,2,4,7,6,2,2,2,3,2,3,1,3
24,2026-01-22,GOLFATINA MATTA INSENSATA,https://youtu.be/6rJWPcxFRIM,72,3,Mollu,56,-16,2,5,5,4,2,4,2,2,5,3,2,2,2,3,2,4,2,5
24,2026-01-22,GOLFATINA MATTA INSENSATA,https://youtu.be/6rJWPcxFRIM,72,4,GaBBo,69,-3,2,5,3,6,3,5,3,2,5,4,2,3,4,4,2,3,10,3
25,2026-01-26,GOLFATINA HORROR CON QUALCHE IMPRECAZIONE,https://youtu.be/CULR32YN7mM,83,1,Just Rohn,62,-21,1,4,2,5,3,5,2,4,2,3,3,3,3,3,7,2,6,4
25,2026-01-26,GOLFATINA HORROR CON QUALCHE IMPRECAZIONE,https://youtu.be/CULR32YN7mM,83,2,JTaz,63,-20,2,3,2,3,2,3,8,3,3,2,4,6,3,3,8,2,4,2
25,2026-01-26,GOLFATINA HORROR CON QUALCHE IMPRECAZIONE,https://youtu.be/CULR32YN7mM,83,3,Delux,65,-18,1,1,2,5,6,3,3,3,3,2,1,4,4,7,12,3,1,4
25,2026-01-26,GOLFATINA HORROR CON QUALCHE IMPRECAZIONE,https://youtu.be/CULR32YN7mM,83,4,nonsonodread,78,-5,2,3,4,4,4,4,8,3,2,1,5,3,4,14,6,4,5,2
25,2026-01-26,GOLFATINA HORROR CON QUALCHE IMPRECAZIONE,https://youtu.be/CULR32YN7mM,83,4,ilMasseo,78,-5,3,3,6,4,5,9,5,4,4,3,3,2,3,3,9,6,4,2
26,2026-01-27,UNA GOLFATINA OLIMPICA SPAZIALE!,https://youtu.be/u9_inJEE6JA,62,1,Mollu,74,12,2,3,2,1,3,4,6,4,2,3,14,4,4,5,2,5,7,3
26,2026-01-27,UNA GOLFATINA OLIMPICA SPAZIALE!,https://youtu.be/u9_inJEE6JA,62,2,Just Rohn,77,15,2,2,2,2,6,5,2,4,3,5,3,2,5,6,5,5,14,4
26,2026-01-27,UNA GOLFATINA OLIMPICA SPAZIALE!,https://youtu.be/u9_inJEE6JA,62,3,Delux,78,16,2,2,2,1,4,10,4,5,3,10,4,1,4,5,2,4,14,1
26,2026-01-27,UNA GOLFATINA OLIMPICA SPAZIALE!,https://youtu.be/u9_inJEE6JA,62,4,nonsonodread,92,30,3,4,3,2,5,2,5,3,5,14,4,2,3,8,4,4,14,7
26,2026-01-27,UNA GOLFATINA OLIMPICA SPAZIALE!,https://youtu.be/u9_inJEE6JA,62,5,GaBBo,107,45,2,2,4,3,12,8,4,4,2,6,4,4,11,7,5,6,14,9
27,2026-02-05,SDROGO GOLFATINA SUPER COMBATTUTA,https://youtu.be/97Z5oHEr8-4,61,1,GaBBo,87,26,2,2,2,3,2,3,5,2,3,3,12,11,9,4,7,3,7,7
27,2026-02-05,SDROGO GOLFATINA SUPER COMBATTUTA,https://youtu.be/97Z5oHEr8-4,61,1,ilMasseo,87,26,2,2,3,2,3,3,4,4,3,5,14,7,8,6,4,7,4,6
27,2026-02-05,SDROGO GOLFATINA SUPER COMBATTUTA,https://youtu.be/97Z5oHEr8-4,61,2,nonsonodread,91,30,1,2,3,5,2,1,5,2,3,6,14,8,9,5,7,5,7,6
27,2026-02-05,SDROGO GOLFATINA SUPER COMBATTUTA,https://youtu.be/97Z5oHEr8-4,61,3,JTaz,136,75,2,2,2,10,2,14,4,4,2,4,14,7,7,14,14,6,14,14
28,2026-02-06,GOLFATINA FUORI DI CAPOCCIA,https://youtu.be/G10APU6StfY,51,1,ilMasseo,56,5,2,3,3,2,3,2,4,5,5,2,2,3,3,4,2,3,4,4
28,2026-02-06,GOLFATINA FUORI DI CAPOCCIA,https://youtu.be/G10APU6StfY,51,2,nonsonodread,60,9,3,2,3,2,2,4,5,4,5,5,1,3,3,2,1,6,4,5
28,2026-02-06,GOLFATINA FUORI DI CAPOCCIA,https://youtu.be/G10APU6StfY,51,3,GaBBo,66,15,3,4,3,4,2,2,3,11,5,1,3,3,3,5,3,3,5,3
28,2026-02-06,GOLFATINA FUORI DI CAPOCCIA,https://youtu.be/G10APU6StfY,51,4,JTaz,78,27,3,3,7,2,3,3,3,3,5,3,2,4,5,4,2,2,8,16
29,2026-02-12,GOLFATINA INVERNALE CON COLPI SENZA SENSO,https://youtu.be/rOYOAVS4H54,74,1,Delux,44,-30,2,7,2,1,2,4,2,2,2,2,2,3,3,1,3,1,2,3
29,2026-02-12,GOLFATINA INVERNALE CON COLPI SENZA SENSO,https://youtu.be/rOYOAVS4H54,74,2,Just Rohn,52,-22,2,3,2,2,2,3,2,2,2,6,4,3,4,3,2,2,4,4
29,2026-02-12,GOLFATINA INVERNALE CON COLPI SENZA SENSO,https://youtu.be/rOYOAVS4H54,74,3,nonsonodread,59,-15,2,9,2,2,2,3,2,1,2,6,3,3,4,3,4,4,3,4
29,2026-02-12,GOLFATINA INVERNALE CON COLPI SENZA SENSO,https://youtu.be/rOYOAVS4H54,74,4,GaBBo,63,-11,3,2,2,2,4,4,8,2,2,9,3,5,3,3,3,2,4,2
29,2026-02-12,GOLFATINA INVERNALE CON COLPI SENZA SENSO,https://youtu.be/rOYOAVS4H54,74,5,ilMasseo,65,-9,2,3,2,2,4,4,2,2,2,6,2,2,2,4,4,3,14,5
30,2026-03-17,UNA GOLFATINA PACIFICA TRA AMICI,https://youtu.be/efppNZh_4UA,69,1,ilMasseo,74,5,3,2,3,1,4,1,5,12,5,3,4,3,4,5,3,7,7,2
30,2026-03-17,UNA GOLFATINA PACIFICA TRA AMICI,https://youtu.be/efppNZh_4UA,69,2,nonsonodread,78,9,4,3,6,5,3,3,4,13,1,3,3,4,6,4,5,4,5,2
30,2026-03-17,UNA GOLFATINA PACIFICA TRA AMICI,https://youtu.be/efppNZh_4UA,69,3,Delux,79,10,2,5,2,2,1,2,2,16,2,8,4,1,4,1,16,4,2,5
30,2026-03-17,UNA GOLFATINA PACIFICA TRA AMICI,https://youtu.be/efppNZh_4UA,69,4,GaBBo,87,18,3,4,7,5,2,2,5,10,5,7,5,2,6,2,7,5,6,4
31,2026-03-18,GOLFATINA DEMONIACA,https://youtu.be/sEUHEXe3iwM,53,1,Delux,64,11,1,2,2,4,6,4,4,5,7,1,2,3,3,2,4,4,4,6
31,2026-03-18,GOLFATINA DEMONIACA,https://youtu.be/sEUHEXe3iwM,53,2,nonsonodread,71,18,1,1,8,5,2,3,1,6,8,1,3,6,5,3,4,5,4,5
31,2026-03-18,GOLFATINA DEMONIACA,https://youtu.be/sEUHEXe3iwM,53,3,ilMasseo,77,24,3,3,3,4,8,4,2,3,7,4,2,6,4,4,5,3,6,6
31,2026-03-18,GOLFATINA DEMONIACA,https://youtu.be/sEUHEXe3iwM,53,3,GaBBo,77,24,2,2,6,7,3,4,3,8,6,4,3,6,3,3,5,3,3,6
32,2026-03-20,UNA GOLFATINA INIZIATA BENE E FINITA NEL CAOS PIU' TOTALE,https://youtu.be/YcdQ2kgViqM,53,1,ilMasseo,74,21,1,2,1,3,2,2,2,1,2,4,8,4,4,5,3,10,14,6
32,2026-03-20,UNA GOLFATINA INIZIATA BENE E FINITA NEL CAOS PIU' TOTALE,https://youtu.be/YcdQ2kgViqM,53,2,Just Rohn,78,25,1,3,2,3,2,3,1,4,1,5,4,4,6,4,3,14,14,4
32,2026-03-20,UNA GOLFATINA INIZIATA BENE E FINITA NEL CAOS PIU' TOTALE,https://youtu.be/YcdQ2kgViqM,53,3,GaBBo,80,27,3,2,2,2,2,5,4,3,4,5,8,6,4,4,3,4,14,5
32,2026-03-20,UNA GOLFATINA INIZIATA BENE E FINITA NEL CAOS PIU' TOTALE,https://youtu.be/YcdQ2kgViqM,53,4,nonsonodread,83,30,2,2,3,4,3,2,4,3,3,10,14,5,6,4,5,4,5,4
32,2026-03-20,UNA GOLFATINA INIZIATA BENE E FINITA NEL CAOS PIU' TOTALE,https://youtu.be/YcdQ2kgViqM,53,5,Mollu,88,35,1,2,2,7,2,5,3,2,4,4,5,5,6,3,2,14,14,7
33,2026-03-30,GOLFATINA A SQUADRE,https://youtu.be/aY8s3zHX0Qk,40,1,Delux,44,4,2,2,3,3,1,2,2,3,4,3,3,4,2,2,2,3,1,2
33,2026-03-30,GOLFATINA A SQUADRE,https://youtu.be/aY8s3zHX0Qk,40,2,Just Rohn,52,12,1,2,5,2,3,2,2,6,4,3,2,2,1,3,2,2,7,3
33,2026-03-30,GOLFATINA A SQUADRE,https://youtu.be/aY8s3zHX0Qk,40,3,nonsonodread,53,13,1,2,4,4,2,3,3,4,5,2,2,3,2,3,3,4,4,2
33,2026-03-30,GOLFATINA A SQUADRE,https://youtu.be/aY8s3zHX0Qk,40,4,GaBBo,71,31,2,1,5,2,6,2,2,3,4,14,3,3,3,3,1,2,14,1
