match_id,data_video,titolo_video,url_video,par_totale,posizione,giocatore,punteggio_totale,diff_par,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18
83,2026-09-04,"LA GOLFATINA DEI LAVORATORI w/ROHN, DREAD, DELUX e JTAZ",https://youtu.be/z1eH4XjF9Us,56,2,nonsonodread,60,4,3,4,4,3,3,3,3,4,4,2,4,4,6,3,3,1,3,3
83,2026-09-04,"LA GOLFATINA DEI LAVORATORI w/ROHN, DREAD, DELUX e JTAZ",https://youtu.be/z1eH4XjF9Us,56,3,Delux,62,6,2,5,1,5,1,2,3,4,5,3,4,3,5,5,2,2,8,2
83,2026-09-04,"LA GOLFATINA DEI LAVORATORI w/ROHN, DREAD, DELUX e JTAZ",https://youtu.be/z1eH4XjF9Us,56,4,JTaz,83,27,2,4,4,2,3,1,4,8,2,6,11,3,8,6,3,1,1,14
84,2026-09-08,"LA GOLFATINA A SQUADRE CHE CAMBIÓ LE REGOLE. con Delux, Dread, Rohn vs Gabbo, Mollu & JtTaz",https://youtu.be/fOMprydZz3k,58,1,Just Rohn,74,16,2,5,2,3,5,6,7,2,4,3,2,3,2,5,8,3,4,8
84,2026-09-08,"LA GOLFATINA A SQUADRE CHE CAMBIÓ LE REGOLE. con Delux, Dread, Rohn vs Gabbo, Mollu & JtTaz",https://youtu.be/fOMprydZz3k,58,2,Delux,80,22,1,3,2,6,2,10,12,1,3,2,6,3,2,2,5,4,6,10
84,2026-09-08,"LA GOLFATINA A SQUADRE CHE CAMBIÓ LE REGOLE. con Delux, Dread, Rohn vs Gabbo, Mollu & JtTaz",https://youtu.be/fOMprydZz3k,58,3,Mollu,81,23,2,2,2,9,8,4,10,2,3,2,2,3,4,4,3,7,6,8
84,2026-09-08,"LA GOLFATINA A SQUADRE CHE CAMBIÓ LE REGOLE. con Delux, Dread, Rohn vs Gabbo, Mollu & JtTaz",https://youtu.be/fOMprydZz3k,58,4,JTaz,84,26,3,3,3,6,2,10,10,2,2,5,4,2,2,3,6,6,8,7
84,2026-09-08,"LA GOLFATINA A SQUADRE CHE CAMBIÓ LE REGOLE. con Delux, Dread, Rohn vs Gabbo, Mollu & JtTaz",https://youtu.be/fOMprydZz3k,58,5,nonsonodread,87,29,3,3,2,13,8,2,3,2,3,3,2,2,2,5,5,6,6,17
84,2026-09-08,"LA GOLFATINA A SQUADRE CHE CAMBIÓ LE REGOLE. con Delux, Dread, Rohn vs Gabbo, Mollu & JtTaz",https://youtu.be/fOMprydZz3k,58,6,GaBBo,132,74,2,3,3,4,4,21,10,1,21,2,6,2,4,7,21,5,5,11
85,2026-09-09,"SDROGO GOLFATINA MEGA GALATTICA TRA AMICI (ci siamo insultati) w/Dread, Gabbo, Masseo, Delux, Mollu",https://youtu.be/wYoggEe7nIY,77,1,nonsonodread,61,-16,3,3,4,4,2,7,6,3,2,1,2,2,4,4,4,3,3,4
85,2026-09-09,"SDROGO GOLFATINA MEGA GALATTICA TRA AMICI (ci siamo insultati) w/Dread, Gabbo, Masseo, Delux, Mollu",https://youtu.be/wYoggEe7nIY,77,2,GaBBo,63,-14,1,3,3,1,2,6,7,4,5,2,3,3,3,7,4,2,3,4
85,2026-09-09,"SDROGO GOLFATINA MEGA GALATTICA TRA AMICI (ci siamo insultati) w/Dread, Gabbo, Masseo, Delux, Mollu",https://youtu.be/wYoggEe7nIY,77,3,ilMasseo,64,-13,3,2,4,1,3,7,6,4,4,1,4,2,4,6,4,2,3,4
85,2026-09-09,"SDROGO GOLFATINA MEGA GALATTICA TRA AMICI (ci siamo insultati) w/Dread, Gabbo, Masseo, Delux, Mollu",https://youtu.be/wYoggEe7nIY,77,4,Mollu,66,-11,1,4,4,1,4,7,6,4,5,1,4,2,4,4,4,4,3,4
85,2026-09-09,"SDROGO GOLFATINA MEGA GALATTICA TRA AMICI (ci siamo insultati) w/Dread, Gabbo, Masseo, Delux, Mollu",https://youtu.be/wYoggEe7nIY,77,4,Delux,66,-11,1,4,3,2,3,5,4,8,4,1,2,2,4,6,7,3,3,4
86,2026-09-10,SDROGO GOLFATINA ORIENTALE con Dread Cannuccia Mollu Jtaz e Paolo,https://youtu.be/CJ4_ICyfk5I,74,1,Mollu,55,-19,1,2,2,2,3,3,3,2,3,3,2,5,4,5,3,3,5,4
86,2026-09-10,SDROGO GOLFATINA ORIENTALE con Dread Cannuccia Mollu Jtaz e Paolo,https://youtu.be/CJ4_ICyfk5I,74,2,GaBBo,57,-17,1,2,3,2,3,2,5,4,3,3,1,4,7,5,2,3,3,4
86,2026-09-10,SDROGO GOLFATINA ORIENTALE con Dread Cannuccia Mollu Jtaz e Paolo,https://youtu.be/CJ4_ICyfk5I,74,3,Delux,59,-15,1,2,3,2,4,2,6,3,3,2,2,7,5,5,2,4,4,2
86,2026-09-10,SDROGO GOLFATINA ORIENTALE con Dread Cannuccia Mollu Jtaz e Paolo,https://youtu.be/CJ4_ICyfk5I,74,4,nonsonodread,60,-14,2,2,4,2,3,5,4,3,3,3,2,5,4,4,4,2,6,2
86,2026-09-10,SDROGO GOLFATINA ORIENTALE con Dread Cannuccia Mollu Jtaz e Paolo,https://youtu.be/CJ4_ICyfk5I,74,5,JTaz,61,-13,1,2,3,3,3,3,4,5,3,2,2,5,4,4,4,3,8,2
87,2026-09-11,"UNA GOLFATINA FOLLE CI FA PERDERE IL MENTAL...w/ROHN, DREAD, GABBO, DELUX e MOLLU ⛳",https://youtu.be/MOSMaP-7Hog,71,1,nonsonodread,82,11,3,3,8,5,8,1,1,3,2,3,6,3,6,4,1,7,3,15
87,2026-09-11,"UNA GOLFATINA FOLLE CI FA PERDERE IL MENTAL...w/ROHN, DREAD, GABBO, DELUX e MOLLU ⛳",https://youtu.be/MOSMaP-7Hog,71,2,GaBBo,89,18,2,3,7,10,7,1,2,1,2,5,7,2,4,5,1,10,5,15
87,2026-09-11,"UNA GOLFATINA FOLLE CI FA PERDERE IL MENTAL...w/ROHN, DREAD, GABBO, DELUX e MOLLU ⛳",https://youtu.be/MOSMaP-7Hog,71,3,Delux,97,26,1,2,15,10,9,1,2,5,1,3,9,1,4,9,2,8,8,7
87,2026-09-11,"UNA GOLFATINA FOLLE CI FA PERDERE IL MENTAL...w/ROHN, DREAD, GABBO, DELUX e MOLLU ⛳",https://youtu.be/MOSMaP-7Hog,71,4,Mollu,98,27,4,1,3,1,15,1,2,1,2,4,10,5,5,15,1,15,7,6
87,2026-09-11,"UNA GOLFATINA FOLLE CI FA PERDERE IL MENTAL...w/ROHN, DREAD, GABBO, DELUX e MOLLU ⛳",https://youtu.be/MOSMaP-7Hog,71,5,Just Rohn,109,38,2,2,8,8,4,2,6,1,2,7,7,5,10,5,2,15,8,15
88,2026-09-12,"LA GOLFATINA SURREALE con Dread, Cannuccia, JTaz e Delux",https://youtu.be/II1Wo61nTvc,73,1,nonsonodread,75,2,1,3,2,4,5,6,3,3,10,5,2,5,4,4,4,2,7,5
88,2026-09-12,"LA GOLFATINA SURREALE con Dread, Cannuccia, JTaz e Delux",https://youtu.be/II1Wo61nTvc,73,2,GaBBo,78,5,3,4,3,4,4,1,3,7,5,3,2,4,4,7,5,4,6,9
88,2026-09-12,"LA GOLFATINA SURREALE con Dread, Cannuccia, JTaz e Delux",https://youtu.be/II1Wo61nTvc,73,3,Delux,79,6,2,3,3,2,3,5,4,10,7,4,3,4,6,7,6,3,2,5
88,2026-09-12,"LA GOLFATINA SURREALE con Dread, Cannuccia, JTaz e Delux",https://youtu.be/II1Wo61nTvc,73,4,JTaz,88,15,2,6,2,3,4,3,3,1,5,5,3,4,4,5,6,14,14,4
88,2026-09-12,"LA GOLFATINA SURREALE con Dread, Cannuccia, JTaz e Delux",https://youtu.be/II1Wo61nTvc,73,5,Mollu,89,16,2,4,4,5,4,2,5,3,11,2,6,3,3,9,11,5,4,6
89,2026-09-14,"LA GOLFATINA DEI CAMPIONI ⛳️ con DREAD, GABBO, DELUX, MOLLU, JTAZ",https://youtu.be/64B0CXKG2D4,45,1,Mollu,47,2,2,4,3,1,1,2,2,2,2,3,1,3,4,2,3,5,2,5
89,2026-09-14,"LA GOLFATINA DEI CAMPIONI ⛳️ con DREAD, GABBO, DELUX, MOLLU, JTAZ",https://youtu.be/64B0CXKG2D4,45,2,Delux,48,3,3,3,1,2,1,2,1,3,3,2,1,2,8,2,3,3,4,4
89,2026-09-14,"LA GOLFATINA DEI CAMPIONI ⛳️ con DREAD, GABBO, DELUX, MOLLU, JTAZ",https://youtu.be/64B0CXKG2D4,45,3,JTaz,52,7,2,5,2,2,2,2,2,2,3,3,1,3,4,1,3,5,4,6
89,2026-09-14,"LA GOLFATINA DEI CAMPIONI ⛳️ con DREAD, GABBO, DELUX, MOLLU, JTAZ",https://youtu.be/64B0CXKG2D4,45,4,nonsonodread,58,13,4,1,1,2,2,2,4,2,4,4,1,3,6,4,2,3,8,5
89,2026-09-14,"LA GOLFATINA DEI CAMPIONI ⛳️ con DREAD, GABBO, DELUX, MOLLU, JTAZ",https://youtu.be/64B0CXKG2D4,45,5,GaBBo,64,19,1,4,3,4,2,4,2,2,4,5,5,2,3,5,4,4,3,7
90,2026-09-18,"LA GOLFATINA SU CANNUCCIA BIANCA con CannucciaBianca , Delux , Rohn, Dread & Mollu",https://youtu.be/mQ_mp1oikhU,74,1,Just Rohn,87,13,2,5,4,1,3,8,6,4,2,8,3,3,6,3,9,10,5,5
90,2026-09-18,"LA GOLFATINA SU CANNUCCIA BIANCA con CannucciaBianca , Delux , Rohn, Dread & Mollu",https://youtu.be/mQ_mp1oikhU,74,2,nonsonodread,89,15,3,5,6,3,4,8,5,4,1,2,5,4,9,5,7,5,8,5
90,2026-09-18,"LA GOLFATINA SU CANNUCCIA BIANCA con CannucciaBianca , Delux , Rohn, Dread & Mollu",https://youtu.be/mQ_mp1oikhU,74,3,Delux,98,24,4,4,4,1,5,14,4,4,5,6,3,6,11,2,8,11,3,3
90,2026-09-18,"LA GOLFATINA SU CANNUCCIA BIANCA con CannucciaBianca , Delux , Rohn, Dread & Mollu",https://youtu.be/mQ_mp1oikhU,74,4,GaBBo,110,36,4,9,8,4,4,11,7,5,1,8,6,3,6,6,6,11,6,5
90,2026-09-18,"LA GOLFATINA SU CANNUCCIA BIANCA con CannucciaBianca , Delux , Rohn, Dread & Mollu",https://youtu.be/mQ_mp1oikhU,74,5,Mollu,113,39,3,12,4,2,7,15,7,4,1,9,4,5,6,4,5,16,4,5
91,2026-09-23,SDROGO GOLFATINA ma è tornato ILMASSEO....,https://youtu.be/gK4eVm61NJo,67,1,nonsonodread,51,-16,2,2,3,4,2,1,1,10,3,4,2,2,2,2,3,4,1,3
91,2026-09-23,SDROGO GOLFATINA ma è tornato ILMASSEO....,https://youtu.be/gK4eVm61NJo,67,2,Mollu,59,-8,1,3,2,4,4,3,1,3,3,1,4,3,10,4,3,6,1,3
91,2026-09-23,SDROGO GOLFATINA ma è tornato ILMASSEO....,https://youtu.be/gK4eVm61NJo,67,2,Delux,59,-8,2,4,1,4,2,5,1,5,3,1,4,1,6,8,3,5,1,3
91,2026-09-23,SDROGO GOLFATINA ma è tornato ILMASSEO....,https://youtu.be/gK4eVm61NJo,67,3,ilMasseo,62,-5,5,2,1,3,5,3,2,11,3,2,3,1,4,3,3,6,1,4
91,2026-09-23,SDROGO GOLFATINA ma è tornato ILMASSEO....,https://youtu.be/gK4eVm61NJo,67,4,GaBBo,65,-2,2,3,2,3,6,3,1,5,3,9,1,2,6,3,3,4,3,6
91,2026-09-23,SDROGO GOLFATINA ma è tornato ILMASSEO....,https://youtu.be/gK4eVm61NJo,67,5,JTaz,75,8,4,1,1,3,2,4,2,5,3,6,4,2,7,5,8,12,1,5
